Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NM,2011,12,Male,0.16,Right-Handed,185,27,184.5,1,Car,10,0.21,36,Basketball,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2013,12,Male,17,Right-Handed,160,14,36,1,Bus,25,0.0344,50,Bowling,0,700,500,800,1000,800,14,Same length,60,55,Ring finger,November,Summer,No,No,Pizza/Pasta,Soft drink (caffeinated),Computers and technology,5.5,10.0,4,Yes - broadband connection,Text messaging,20,5,30,2,8,4,3,60,10,15,50,8,0,4,Some,Graduate degree,Other,Fly,Healthy,Other,International aid
USA,NM,2020,11,Male,16,Left-Handed,,,,,Car,15m,0.27,58,Basketball,524,,,,,,,,,,Same length,February,Summer,No,No,Poultry,Water,Physical education,8.0,9.0,6,Yes - other,Text messaging,50,75,12,4,5,8,6,1,4,4,15,2,0,3,A lot,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Friend,International aid
USA,NM,2011,12,Male,18,Right-Handed,178,27,182,1.5,Car,13,0.264,33,Other,273,643,636,,155,155,28,Left foot,10.5,11.5,Ring finger,December,Summer,Yes,No,No favorite,Water,History,7.0,8.0,3,Yes - broadband connection,In person,5,7,10,1,10,25,10,7,2,0.3,2,15,0,2,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Relative,Environment
USA,NM,2020,11,Male,17,Right-Handed,163,27,163,1,Car,6,0.389,37,Soccer,743,444,535,471,561,529,27,Same length,51,64,Ring finger,November,Summer,No,No,No favorite,Water,Other,8.5,11.0,6,Yes - broadband connection,Text messaging,28,26,1,0.5,2,1,3,3,1,1,2,0.5,0,0.5,Some,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Sports person,Health
USA,NM,2020,11,Female,15,Right-Handed,155,24,160,1,Car,6,0.554,47,Skateboarding/Rollerblading,898,818,706,813,32,16,24,Same length,80,70,Index finger,May,Winter,Yes,No,Seafood,Tea,English,6.0,10.0,2,Yes - broadband connection,Cell phone,35,70,5,40,4,21,0,2,5,5,5,7,18,2,Some,Other,Punk rock,Freeze time,Happy,Musician or singer,Environment
USA,NM,2020,11,Female,17,Right-Handed,175,25,176,1,Car,60,0.76,35,None,600,600,600,600,700,800,25,Same length,79,81,Index finger,January,Winter,Yes,No,No favorite,Coffee,Art,5.0,7.0,3,Yes - broadband connection,Internet chat or instant messaging,250,200,0,0,5,5,0,10,2,5,20,0,0,10,Some,Other,Other,Fly,Happy,Musician or singer,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,180,21,70,1,Car,15,0.314,34,Soccer,160,187,155,,1000,1000,19,Right foot,60,80,Ring finger,May,Spring,Yes,No,Pizza/Pasta,Water,History,6.0,8.0,3,Yes - broadband connection,Text messaging,300,350,50,3,8,3,18,0,5,126,24,3,0,50,A lot,Graduate degree,Rap/Hip hop,Telepathy,Rich,Community leader or elder,Education/Youth development
USA,NM,2016,12,Male,17,Ambidextrous,165,22.86,,2,Car,10,0.484,48,Other,1000,1000,1000,1000,10,10,22.86,Same length,7,7,Ring finger,November,Winter,No,No,Meat,Water,History,5.0,10.0,6,Yes - other,Text messaging,40,60,7,7,5,6,10,2,3,4,5,0,40,10,Very little,Other,Rap/Hip hop,Fly,Happy,Relative,Education/Youth development
USA,NM,2011,12,Female,18,Right-Handed,168,26,168.5,1,Car,5,0.328,30,Dancing,856,503,754,,503,754,26.5,Left foot,90,70,Index finger,April,Spring,No,No,Seafood,Water,Music,8.0,10.0,2,Yes - broadband connection,Text messaging,10,10,6,3,15,24,5,2,10,5,30,2,0,3,Some,Graduate degree,Other,Fly,Happy,Relative,"Wildlife, animals"
USA,NM,2016,12,Male,17,Right-Handed,170,30,171,1,Car,8,0.332,41,Baseball/Softball,745,600,900,250,790,900,30,Same length,80,80,Same length,June,Summer,Yes,No,Meat,Water,Physical education,8.0,10.0,6,Yes - broadband connection,Text messaging,70,70,,,,,,,,,,,,,,,,,,,
USA,NM,2018,11,Male,16,Right-Handed,,,,1,Car,13,0.605,57,Walking/Hiking,900,750,600,800,200,100,,Same length,,,,August,Summer,Yes,No,Pizza/Pasta,Water,English,7.5,9.0,5,Yes - broadband connection,Text messaging,1,2,5,1,15,3,2,15,0.5,0.5,15,0,0,2,Very little,Graduate degree,Pop,Fly,Healthy,Doctor or nurse,International aid
USA,NM,2011,12,Female,17,Right-Handed,163,24,160,2,Car,7,0.35,32,Dancing,100,100,100,,20,63,27,Same length,90,92,Ring finger,October,Fall,Yes,No,Rice/Noodle dishes,Water,Music,4.0,12.0,4,Yes - broadband connection,Text messaging,15,20,5,1,14,24,0,0,5,12,10,6,32,1,Very little,Graduate degree,Other,Freeze time,Happy,Musician or singer,Health
USA,NM,2014,12,Male,17,Right-Handed,152.4,20.2,130.5,1,Car,15,0.043,43,Cycling,200,500,400,700,300,600,20.9,Left foot,,,Ring finger,July,Fall,Yes,No,Meat,Soft drink (caffeinated),Physical education,6.0,9.0,5,Yes - broadband connection,Text messaging,100,200,24,3,6,29,30,2,10,20,15,7,30,4,Very little,Other,Country,Freeze time,Rich,Business person,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,157,22,160,1,Car,7,0.281,38,Soccer,299,738,225,,1000,1000,22,Same length,90,70,Index finger,February,Summer,No,Yes,Desserts,Coffee,Mathematics and statistics,6.0,2.0,5,Yes - other,Text messaging,490,490,10,2,5,3,10,1,5,5,5,14,15,0,Some,Some college,Reggae,Telepathy,Rich,Actor,Health
USA,NM,2020,11,Female,16,Right-Handed,165.1,20,,1,Car,15,0.75,44,Basketball,,,,,,,23,,7,7,Same length,June,Fall,Yes,No,Meat,Sports drink,Mathematics and statistics,8.0,9.0,3,Yes - broadband connection,Text messaging,6,3,0,2,3,6,2,0,1,4,5,8,27,3,Very little,Graduate degree,Pop,Freeze time,Happy,Relative,Education/Youth development
USA,NM,2016,12,Male,17,Ambidextrous,165.1,30.48,160,2,Car,10,0.235,39,Bowling,3,1000,1000,500,900,800,30.48,Same length,60,60,Same length,June,Summer,No,No,No favorite,Juice,Other,8.0,2.0,4,Yes - other,Text messaging,0,0,5,1,1,7,2,3,5,1.5,1,5,0,1,Very little,Graduate degree,Rock and roll,Invisibility,Famous,Relative,Health
USA,NM,2011,12,Female,17,Right-Handed,169,24,167,1,Car,5,0.312,49,Soccer,487,278,679,,91,449,24,Same length,8.25,8,Index finger,September,Summer,No,No,Fruit,Soft drink (caffeinated),Mathematics and statistics,7.0,8.0,4,Yes - other,Text messaging,490,490,10,2,5,3,10,1,5,5,5,14,15,0,Some,Some college,Pop,Fly,Happy,Relative,Health
USA,NM,2011,12,Female,19,Right-Handed,156,24,161,2,Car,10,0.609,51,Soccer,500,500,1000,,1000,1000,24,Same length,94,95,Ring finger,April,Summer,No,No,Poultry,Juice,English,6.0,9.0,3,Yes - broadband connection,Cell phone,100,100,5,10,,,,,,,,,,,,,,,,,
USA,NM,2018,11,Female,16,Right-Handed,173,25,80,3,Car,35,0.467,34,Dancing,800,1000,600,600,900,1000,24,Right foot,69,70,Ring finger,August,Fall,No,Yes,Pizza/Pasta,Water,Other,9.0,14.0,3.5,Yes - other,Cell phone,150,170,2,10,7,27,10,0,70,50,100,0,0,1,Some,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,Education/Youth development
USA,NM,2013,12,Male,17,Right-Handed,172.7,25.4,177.8,1,Car,8,0.726,48,Athletics,0,700,800,900,0,0,25.4,Same length,96,96,Same length,June,Summer,No,No,Seafood,Water,Mathematics and statistics,8.0,10.0,4,Yes - broadband connection,In person,4,5,0,2,4,3,5,0,0,1,1,1,28,3,Some,Graduate degree,Country,Freeze time,Happy,Friend,Health
USA,NM,2011,12,Female,18,Right-Handed,171,24,166,2,Car,10,0.453,37,Swimming,500,500,400,,600,900,23,Right foot,3,3,Same length,January,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7.0,7.0,5,Yes - broadband connection,Text messaging,13,15,15,1,1,6,0,0,3,40,4,,,,,,,,,,
USA,NM,2011,12,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2011,12,Male,18,Right-Handed,137,25,177,2,Car,11,0.329,56,Swimming,166,241,947,,508,909,24,Right foot,8,8,Same length,July,Winter,No,No,No favorite,Water,Other,6.0,8.0,7,Yes - other,Text messaging,200,200,8,1,2,6,3,2,8,24,1,3,21,1,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,International aid
USA,NM,2020,11,Male,14,Right-Handed,180,,,1,Car,7,0.335,51,Soccer,957,856,840,947,139,337,,,,,,April,Fall,No,No,Pizza/Pasta,Water,Physical education,9.0,8.0,5,Yes - broadband connection,Text messaging,90,100,20,2,0,35,45,9,9,12,12,17,0,7,Some,Graduate degree,Rap/Hip hop,Fly,Famous,Relative,Environment
USA,NM,2011,12,Female,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2013,12,Female,17,Ambidextrous,152.4,25.4,152.4,2,Car,10,0.312,52,Baseball/Softball,500,300,200,200,300,600,24.13,Right foot,7.2,7.62,Ring finger,July,Fall,Yes,No,No favorite,Water,Science,6.0,8.0,4,Yes - broadband connection,Text messaging,74,74,4,1,5,7,15,3,1,14,7,7,85,4,Very little,Graduate degree,Country,Super strength,Happy,Actor,Other
USA,NM,2014,12,Female,16,Left-Handed,64,,,,Car,6,,,None,,,,,,,,,,,,August,Fall,Yes,No,Desserts,Water,English,,,4,,Text messaging,,,0,0,,,,,,,,,,,A lot,,Country,,Rich,Other,"Wildlife, animals"
USA,NM,2013,12,Female,17,Right-Handed,170.1,22.8,162.5,2,Car,20,0.328,55,Dancing,500,200,600,700,300,800,21.59,Right foot,81.28,73.66,Index finger,January,Fall,Yes,No,No favorite,Juice,English,7.0,9.0,3,Yes - other,Text messaging,4,4,12,2,11,9,3,1,6,4,9,2,0,10,Some,Graduate degree,Rap/Hip hop,Invisibility,Rich,Relative,"Wildlife, animals"
USA,NM,2016,12,Male,17,Right-Handed,169,7,161,3,Car,30,0.41,37,Baseball/Softball,800,745,850,145,170,900,6,Right foot,54,56,Ring finger,May,Winter,Yes,No,Meat,Tea,English,7.0,12.0,2,Yes - other,Cell phone,200,200,4,12,7,12,11,21,14,84,105,35,0,21,A lot,Other,Rock and roll,Telepathy,Healthy,Relative,Health
USA,NM,2011,12,Male,16,Right-Handed,180,27,194,2,Walk,9,0.25,37,Football (American),519,791,503,,1000,1000,27,Same length,110,90,Index finger,September,Fall,No,No,No favorite,Water,Science,8.0,8.0,5,Yes - broadband connection,In person,23,22,6,2,9,20,3,0.5,1,10,2,4,18,18,A lot,Graduate degree,Country,Telepathy,Happy,Religious figure,Religious
USA,NM,2011,12,Female,17,Ambidextrous,157,24,159,1,Bicycle,6,0.344,34,Martial Arts,476,535,791,,775,893,24,Same length,67,77,Ring finger,June,Fall,Yes,No,Seafood,Water,Music,6.0,8.0,3,Yes - broadband connection,In person,0,0,6,1,14,7,7,14,0,0,21,14,0,4,Some,Graduate degree,Other,Fly,Happy,Relative,"Arts, culture, sports"
USA,NM,2011,12,Female,16,Right-Handed,162,22,163.5,1,Car,6,0.375,87,Soccer,43,96,214,,626,719,23,Left foot,65,65,Same length,August,Summer,No,No,Seafood,Soft drink (caffeinated),Physical education,6.0,9.0,6,Yes - broadband connection,In person,300,300,24,14,10,13,14,0,2,3,3,4,0,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Famous,Doctor or nurse,Health
USA,NM,2016,12,Female,16,Right-Handed,164,25,164,2,Car,5,0.21,31,Walking/Hiking,807,401,850,647,209,203,25,Same length,165,170,Ring finger,May,Spring,Yes,No,Meat,Water,History,6.0,3.0,4,Yes - other,In person,15,10,40,4,1,20,30,50,30,20,15,40,0,0,A lot,Graduate degree,Other,Fly,Happy,Relative,"Wildlife, animals"
USA,NM,2016,12,Female,17,Right-Handed,5,,,3,Bus,25,1.269,,Martial Arts,500,500,1000,1000,1000,1000,,,,,,April,Summer,No,No,Fruit,Juice,English,7.0,5.0,6,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,10,1,5,5,8,3,0,9,7,4,8,0,5,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Musician or singer,Health
USA,NM,2016,12,Male,17,Right-Handed,171,27,174,1,Car,15,0.304,37,Football (American),1000,529,1000,348,503,791,27,,195,200,Ring finger,March,Summer,No,No,Poultry,Water,Science,9.0,11.0,4,Yes - broadband connection,Text messaging,5,10,47,0.5,0,0.5,26,10,5,0.5,15,15,5,2,A lot,Graduate degree,Country,Fly,Rich,Politician,Religious
USA,NM,2011,12,Male,17,Right-Handed,172.5,26,182,2,Bus,12,0.296,37,Soccer,134,920,1000,,524,631,26,Same length,88,100,Ring finger,January,Winter,Yes,No,No favorite,Water,Art,9.0,6.0,4,Yes - broadband connection,Cell phone,200,150,28,3,2,15,2,1,0,60,1,50,0,28,Some,Some college,Other,Freeze time,Happy,Relative,"Arts, culture, sports"
USA,NM,2011,12,Male,17,Right-Handed,178,29,169,1,Car,15,0.46,30,Soccer,600,850,975,,1000,900,22,Same length,6,6,Same length,May,Winter,No,No,Salads,Water,Other,6.0,7.0,5,Yes - other,Cell phone,200,200,24,14,3,5,0,0.5,0.5,30,2,10,48,4,Some,Graduate degree,Pop,Freeze time,Rich,Doctor or nurse,Environment
USA,NM,2014,12,Male,18,Right-Handed,163.9,24,,2,Car,25,0.712,81,Football (American),700,100,1000,1000,500,900,24,Same length,85,80,Index finger,September,Fall,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Science,7.5,9.0,4,Yes - broadband connection,Text messaging,50,60,6,0.5,15,10,5,0,10,7,2.5,15,0,5,A lot,Graduate degree,Country,Telepathy,Happy,Teacher,Health
USA,NM,2018,8,Male,14,Right-Handed,177,178,185,2,Car,30,0.38,56,Basketball,27,636,160,733,251,866,172,,4,3,Same length,July,Summer,No,No,No favorite,Water,Physical education,8.0,4.0,4,No internet connection,Text messaging,12,38,25,1,2,249,5,1,1,5,3,1,,,Very little,Other,Rap/Hip hop,Invisibility,Happy,Musician or singer,"Arts, culture, sports"
USA,NM,2011,12,Female,17,Right-Handed,163,23,159,2,Car,3,0.5,58,Soccer,,,,,,,23,Same length,75,70,Index finger,August,Summer,Yes,No,Pizza/Pasta,Tea,Science,6.0,8.0,5,Yes - broadband connection,In person,300,300,20,14,10,10,10,5,0,3,0,0,18,5,A lot,Graduate degree,Rap/Hip hop,Telepathy,Healthy,Doctor or nurse,Health
USA,NM,2011,12,Male,18,Right-Handed,177,27,183.5,1,Car,5,0.282,35,Martial Arts,861,840,747,,32,16,27.2,Left foot,105,115,Ring finger,March,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),History,6.0,6.0,3,Yes - broadband connection,In person,0,0,3,3,2,5,0,2,1,0,2,1,0,1,Some,Graduate degree,Other,Telepathy,Happy,Relative,"Wildlife, animals"
USA,NM,2011,12,Male,18,Right-Handed,184,24,175,1,Bus,35,0.297,32,Soccer,840,538,540,,262,312,24,Same length,10,8,Index finger,September,Winter,Yes,No,Meat,Water,Mathematics and statistics,4.0,5.0,4,Yes - broadband connection,Text messaging,200,205,18,4,12,20,3,2,1,24,10,6,2,1,Some,Graduate degree,Heavy metal,Freeze time,Happy,Relative,International aid
USA,NM,2011,12,Female,17,Right-Handed,162.5,25.4,165.1,1,Car,12,0.345,50,Baseball/Softball,800,600,900,,1000,1000,25,Right foot,76.2,63.5,Index finger,December,Spring,No,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,5.0,10.0,1,Yes - broadband connection,Text messaging,60,68,24,2,10,10,1,0,36,24,15,20,20,6,Some,Graduate degree,Pop,Invisibility,Happy,Relative,International aid
USA,NM,2011,12,Female,17,Left-Handed,152,20,152,1,Car,6,1.078,51,Athletics,1000,904,893,,941,920,20,Same length,90,80,Index finger,April,Summer,No,No,Poultry,Soft drink (caffeinated),History,6.0,5.0,3,Yes - broadband connection,Text messaging,800,800,9,24,6,30,7,0,40,84,19,10,46,35,Some,Graduate degree,Country,Telepathy,Happy,Relative,Other
USA,NM,2011,12,Female,17,Right-Handed,160,23,164,1,Car,20,0.376,33,Running/Jogging,640,800,75,,900,850,23,Same length,70,75,Ring finger,August,Summer,No,No,Meat,Water,Mathematics and statistics,8.0,10.0,3,Yes - other,In person,500,500,10,1,7,5,0,5,5,5,7,3,0,2,A lot,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,Health
USA,NM,2011,12,Female,18,Right-Handed,159,22,155,1,Car,10,0.312,51,Tennis,909,706,813,,43,861,22,Same length,8.5,9.5,Ring finger,January,Fall,No,No,Seafood,Powdered drink,Art,7.0,10.0,4,Yes - broadband connection,Text messaging,500,500,7,3,4,6,3,3,0,10,3,5,0,4,Some,Graduate degree,Other,Telepathy,Happy,Musician or singer,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,167,24.5,177,2,Car,15,0.313,34,Soccer,503,481,476,,262,59,24.5,Right foot,95,70,Index finger,January,Fall,Yes,No,Poultry,Water,Music,8.0,12.0,3,Yes - broadband connection,Text messaging,72,85,3,1,2,4,4,1,6,12,6,4,3,1,Some,Graduate degree,Classical,Telepathy,Happy,Doctor or nurse,Health
USA,NM,2016,12,Female,17,Right-Handed,165,26,171,2,Car,11,0.268,32,Other,508,358,508,508,497,492,26,Same length,185,170,Index finger,August,Summer,Yes,No,Rice/Noodle dishes,Water,English,8.0,10.0,3,Yes - other,"Myspace, Facebook, other social networking sites, or blog",50,50,40,7,5,35,0,0,20,20,15,40,0,0,A lot,Graduate degree,Other,Fly,Happy,Relative,Health
USA,NM,2011,12,Male,17,Right-Handed,183,30.48,183,2,Car,8,0.412,36,Football (American),600,600,725,,850,990,30,Right foot,70,80,Ring finger,July,Spring,Yes,No,Meat,Water,Mathematics and statistics,7.0,8.0,3,Yes - broadband connection,Text messaging,25,26,6,2,6,8,2,1,2,2,6,5,2,4,Some,Graduate degree,Other,Telepathy,Happy,Other,Education/Youth development
USA,NM,2018,11,Female,16,Right-Handed,167,24,164,2,Car,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2018,8,Female,14,Right-Handed,60,22,149,2,Car,10,0.449,51,Soccer,1000,1000,1000,1000,10,100,22,Same length,85,82,Index finger,September,Winter,No,No,Other,Soft drink (caffeinated),,7.0,10.0,4,Yes - other,Text messaging,30,30,0,1,8,2,1,0,1,50,50,0,0,5,A lot,Graduate degree,Other,Invisibility,Healthy,Business person,"Wildlife, animals"
USA,NM,2016,12,Male,18,Right-Handed,177,25,184,2,Car,20,0.673,56,Other,500,200,200,1000,1000,500,24,Right foot,72,79,Ring finger,September,Fall,Yes,No,Poultry,Water,Mathematics and statistics,7.0,9.0,3,Yes - broadband connection,In person,17,25,12,1,2,2,15,3,2,1,25,0,0,3,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,Health
USA,NM,2013,12,Female,17,Right-Handed,163,24,62,1,Car,15,0.56,54,Bowling,230,1000,16,813,32,107,24,Same length,800,700,Index finger,June,Summer,No,No,Poultry,Tea,Music,6.0,9.0,4,Yes - broadband connection,Text messaging,60,60,3,1,7,8,2,6,16,20,16,12,0,7,Some,Graduate degree,Pop,Telepathy,Happy,Musician or singer,Health
USA,NM,2020,11,Female,15,Right-Handed,163,21,163,1,Car,45,0.349,40,Tennis,990,855,500,550,420,585,22,Left foot,80,75,Index finger,June,Fall,Yes,No,Desserts,Water,Computers and technology,8.0,10.0,5,Yes - broadband connection,Text messaging,4,4,0,0,8,35,3,7,2,1,24,10,5,3,Some,Undergraduate degree,Pop,Telepathy,Happy,Actor,Environment
USA,NM,2018,11,Female,17,Right-Handed,142,24,169,2,Car,5,0.701,50,Other,1000,500,400,200,700,800,23,Right foot,95,90,Index finger,December,Fall,Yes,No,Pizza/Pasta,Water,English,6.0,7.0,5,Yes - other,Internet chat or instant messaging,30,30,40,1,3,2,2,4,4,1,20,8,0,1.5,A lot,Graduate degree,Other,Fly,Happy,Other,Health
USA,NM,2016,12,Female,16,Right-Handed,150,22,148,1,Car,20,0.735,39,Basketball,900,700,700,800,100,100,21,Right foot,60,64,Ring finger,November,Spring,No,No,Meat,Sports drink,English,8.0,10.0,3,Yes - dial-up connection,Text messaging,100,100,24,10,15,10,10,1,40,30,10,1,1,1,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,150,20,153,1,Car,15,0.391,41,Gymnastics,700,850,750,,950,950,20,Same length,73,72,Index finger,June,Fall,No,No,Meat,Tea,Mathematics and statistics,7.0,9.0,5,Yes - other,In person,1000,1000,14,10,20,8,18,3,6,20,7,5,10,1,A lot,Graduate degree,Country,Freeze time,Healthy,Coach or club leader,Environment
USA,NM,2018,8,Male,12,Right-Handed,165,30,160,1,Car,8,0.562,10,Basketball,786,503,866,5,1000,1000,30,Same length,8,9,Same length,July,Winter,No,No,Soups,Water,Physical education,10.0,0.0,4,Yes - other,Cell phone,2,1,0,0,2,0,0,3,5,0,0,0,3,1,Some,Graduate degree,Rap/Hip hop,Super strength,Happy,Relative,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,162,23,168,2,Car,5,0.314,71,Other,500,200,100,,10,20,23,Same length,6,9,Ring finger,July,Summer,No,No,Pizza/Pasta,Water,Music,8.0,10.0,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,2,1,5,4,1,1,5,1,5,1,10,10,Some,Some college,Heavy metal,Telepathy,Happy,Musician or singer,"Wildlife, animals"
USA,NM,2018,8,Female,13,Right-Handed,61,20,154,2,Bus,17,0.55,47,Other,1000,1000,1000,1000,10,100,21,Left foot,4,5,Ring finger,April,Fall,Yes,No,No favorite,Water,Mathematics and statistics,7.0,3.0,4,Yes - other,Text messaging,110,100,50,1,2,18,10,0,17,3,1,4,0,6,Very little,Graduate degree,Other,Telepathy,Happy,Relative,Health
USA,NM,2020,11,Female,14,Right-Handed,158,213,55,1,Car,15,0.344,61,None,1000,465,727,588,267,1000,213,Left foot,76,77,Ring finger,August,Fall,Yes,No,Rice/Noodle dishes,Tea,English,7.0,4.0,6,Yes - dial-up connection,Other,200,200,14,1,6,24,0,12,4,1,48,0,3,1,A lot,Graduate degree,Other,Telepathy,Happy,Musician or singer,Environment
USA,NM,2016,12,Female,18,,150,22.5,161,0,Car,25,0.405,47,Walking/Hiking,0,500,500,900,200,1000,22.5,Same length,80,75,Index finger,October,Fall,Yes,No,Seafood,Water,Science,7.0,,5,Yes - broadband connection,Cell phone,200,200,3,7,4,2,0,0,3,119,10,4,9,5,Some,Undergraduate degree,Country,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,164,25.5,167,1,Car,,0.25,31,Soccer,952,898,963,,421,594,25.5,Same length,97,95,Index finger,August,Summer,Yes,No,Pizza/Pasta,Water,Social studies,6.0,9.0,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,0,150,60,480,250,600,0,400,10,400,120,1320,180,A lot,Graduate degree,Punk rock,Telepathy,Healthy,Teacher,Environment
USA,NM,2013,12,Male,17,Right-Handed,170,11.5,168,2,Car,12,0.344,48,Other,1000,1000,1000,1000,1000,1000,12,Same length,82,86,Ring finger,May,Winter,No,No,Meat,Tea,History,8.0,10.0,4,Yes - broadband connection,Text messaging,24,28,12,1,8,16,8,12,0,3,4,6,0,6,Some,Graduate degree,Rap/Hip hop,Freeze time,Healthy,Relative,Health
USA,NM,2018,9,Female,15,Right-Handed,167,24,165,1,Car,50,0.548,0.559,Basketball,818,872,989,963,278,465,24,Right foot,8,7,Ring finger,June,Summer,Yes,No,Meat,Water,Art,5.0,4.0,4,Yes - other,In person,0,0,2,0,2,5,2,3,0,0,1,0,0,3,A lot,Graduate degree,Pop,Invisibility,Happy,Musician or singer,Health
USA,NM,2016,12,Female,17,Right-Handed,160,20,150,1,Car,15,0.736,43,Other,500,500,1000,500,500,10000,22,Left foot,80,70,Index finger,April,Winter,No,No,Pizza/Pasta,Water,History,5.0,10.0,3,Yes - broadband connection,Text messaging,80,80,30,4,7,3,20,0,40,30,10,12,10,4,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Business person,"Wildlife, animals"
USA,NM,2011,12,Male,17,Right-Handed,170,24,167,2,Car,3,0.312,35,Other,615,112,102,,1000,1000,25,Left foot,70,80,Ring finger,August,Summer,No,No,No favorite,Sports drink,History,7.0,10.0,3,Yes - other,Cell phone,5,6,30,2,0,2,6,20,2,1,1,0,25,2,Some,Other,Country,,Rich,Coach or club leader,"Arts, culture, sports"
