Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,NY,2019,12,Female,27,Right-Handed,157,24,157,2,Car,45,0.59,34,None,600,700,400,600,1000,1000,24.5,Left foot,34,40,Ring finger,October,Fall,No,No,Seafood,Water,Mathematics and statistics,6.0,8.0,2,Yes - broadband connection,Cell phone,87,156,6,1,4,3,1,6,4,2,6,9,26,10,Some,Undergraduate degree,Pop,Fly,Rich,Friend,Health
USA,NY,2022,11,Female,15,Right-Handed,163,22,157,2,Bus,30,0.33,36,Running/Jogging,900,850,750,750,800,950,21.9,Right foot,2.5,2.6,Ring finger,January,Summer,No,No,Pizza/Pasta,Coffee,Social studies,7.5,9.0,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",40,70,8,8,10,7,4,0,8,2,6,7,0,1,A lot,Graduate degree,Rhythm and blues (R&B),Invisibility,Happy,Relative,International aid
USA,NY,2013,12,Female,17,Right-Handed,157,22,153,2,Rail (Train/Tram/Subway),20,0.413,90,Basketball,1000,1000,1000,1000,807,813,22,Same length,9,9,Same length,August,Summer,Yes,No,Rice/Noodle dishes,Water,Mathematics and statistics,8.0,9.0,4,Yes - other,Cell phone,0,0,7,0.583,41,7,2,0,15,5,15,15,0,6,Some,Graduate degree,Pop,Telepathy,Happy,Actor,Environment
USA,NY,2016,12,Male,17,Right-Handed,170.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2017,12,Male,17,Right-Handed,169,28,185,2,Rail (Train/Tram/Subway),40,0.35,49,Basketball,1000,1000,1000,1000,900,900,28,Same length,75,72,Index finger,August,Spring,No,No,Breads/Sandwiches,Water,History,5.0,8.0,4,Yes - other,Cell phone,12,12,8,3,12,15,3,0,8,1,20,10,10,8,A lot,Graduate degree,Reggae,Freeze time,Happy,Musician or singer,Education/Youth development
USA,NY,2017,6,Female,11,Right-Handed,157,23,158,3,Walk,20,0.399,38,Athletics,900,900,1000,800,5,10,23,Same length,60,70,Ring finger,November,Summer,No,No,Pizza/Pasta,Water,Other,10.0,11.0,4,Yes - broadband connection,Text messaging,74,46,34,4,12,56,6,5,6,7,10,0,0,0,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Musician or singer,"Arts, culture, sports"
USA,NY,2014,6,Male,11,Right-Handed,153,25,146,1,Bus,20,0.85,46,Martial Arts,1000,1000,950,950,500,600,24,Right foot,80,70,Index finger,May,Spring,Yes,No,Meat,Milk,History,9.0,10.0,3,Yes - other,In person,0,2,9,1,3,15,9,15,0,1,17,11,0,1,Very little,Graduate degree,Heavy metal,Invisibility,Happy,Teacher,Education/Youth development
USA,NY,2021,11,Female,16,Right-Handed,160,21,66,2,Rail (Train/Tram/Subway),40,0.433,35,Other,700,800,600,600,800,800,21.5,Left foot,600,650,Ring finger,August,Fall,No,No,Meat,Water,Mathematics and statistics,7.0,10.0,4,Yes - other,In person,100,200,10,5,20,40,14,0,10,5,20,0,0,20,A lot,Graduate degree,Pop,Freeze time,Happy,Other,International aid
USA,NY,2019,8,Female,12,Right-Handed,162,24.5,173,1,Bus,9,0.43,45,Gymnastics,1000,1000,749,508,102,53,25,Left foot,70,73,Ring finger,April,Fall,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7.0,11.0,3,Yes - other,Text messaging,77,118,15,18,14,5,5,2,15,5,21,2,0,1,A lot,Graduate degree,Pop,Telepathy,Happy,Other,"Wildlife, animals"
USA,NY,2019,11,Male,17,Right-Handed,174,25,76,2,Rail (Train/Tram/Subway),80,0.637,53,Running/Jogging,637,425,542,612,400,653,25,Same length,15,16,Ring finger,October,Winter,No,No,Soups,Water,Science,6.0,8.0,3,Yes - dial-up connection,Internet chat or instant messaging,0,16,0,0,14,8,1,28,8,16,52,0,0,6,Very little,Other,Classical,Telepathy,Healthy,Doctor or nurse,Health
USA,NY,2011,11,Female,15,Right-Handed,154,22.5,154,2,Walk,10,0.343,33,Basketball,800,765,822,,840,892,22,Right foot,60,70,Ring finger,October,Spring,Yes,No,Other,Water,Languages,6.0,9.0,4,Yes - broadband connection,Text messaging,10,11,49,2,5,84,1,35,20,3,84,96,6,2,A lot,Graduate degree,Pop,Telepathy,Happy,Musician or singer,Health
USA,NY,2019,12,Male,17,Right-Handed,175,27.5,175,1,Car,2,0.215,42,Athletics,800,700,750,750,750,800,27,Right foot,76,78,Index finger,September,Fall,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7.5,9.0,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",10,10,30,0,40,10,18,0,5,0,1,5,3,3,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,Health
USA,NY,2017,6,Female,11,Right-Handed,165,24,163,1,Car,10,0.562,59,Dancing,1000,900,701,600,500,700,24,Same length,90,70,Index finger,July,Spring,Yes,No,No favorite,Water,Art,8.0,10.0,5,Yes - broadband connection,Text messaging,28,31,1,1,12,0,1,0,,,,,,,,,,,,,
USA,NY,2019,12,Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2019,12,Male,17,Right-Handed,4'11,26.7,198.2,2,Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,12,Male,18,Right-Handed,177,26,184,2,Rail (Train/Tram/Subway),30,0.445,43,Walking/Hiking,800,500,700,800,900,900,27,Left foot,80,85,Ring finger,February,Winter,No,No,Pizza/Pasta,Water,Mathematics and statistics,6.0,10.0,5,Yes - broadband connection,Text messaging,5,5,2,1,4,35,5,50,21,2,21,7,0,0,Very little,Graduate degree,Jazz,Invisibility,Healthy,Other,Education/Youth development
USA,NY,2020,6,Male,13,Right-Handed,155.4,25.4,152.4,2,Rail (Train/Tram/Subway),45,0.347,56,Athletics,500,500,1000,1000,600,400,22.86,Right foot,8.89,,,November,Winter,Yes,No,Rice/Noodle dishes,Tea,Music,7.0,6.0,4,Yes - other,Text messaging,4,100,1-,1-,12,1-,1,1,2,1,12,1-,1,12,A lot,Other,Heavy metal,Invisibility,Happy,Other,Health
USA,NY,2013,12,Female,16,Right-Handed,159,24,159,1,Bus,25,0.338,33,Running/Jogging,824,722,500,650,800,750,23,Right foot,75,64,Index finger,January,Fall,Yes,No,Meat,Water,Music,9.0,12.0,4,Yes - broadband connection,In person,6,7,6,2,3,3,0,0,5,4,9,9,0,1,Some,Undergraduate degree,Country,Freeze time,Happy,Friend,Health
USA,NY,2017,6,Female,12,Right-Handed,150,22,156,2,Rail (Train/Tram/Subway),30,0.411,38,None,1000,824,941,1000,0,0,22,Same length,70,80,Ring finger,February,Summer,Yes,No,Soups,Water,Computers and technology,8.0,10.0,5,Yes - broadband connection,In person,4,5,9,3,10,6,4,12,0,12,12,0,0,4,Some,Graduate degree,Pop,Freeze time,Happy,Friend,Health
USA,NY,2018,12,Female,17,Right-Handed,580,18,62,1,Car,5,18,10,Soccer,100,100,100,0,0,0,18,Same length,150,180,Index finger,December,Fall,No,No,Pizza/Pasta,Water,English,8.0,10.0,5,Yes - dial-up connection,Text messaging,300,300,3,3,4,2,1,6,5,2,3,4,1,6,A lot,Graduate degree,Rap/Hip hop,Invisibility,Rich,Other,"Wildlife, animals"
USA,NY,2019,12,Male,17,Right-Handed,177,27,175,2,Rail (Train/Tram/Subway),45,0.877,37,Basketball,800,600,300,700,1000,1000,27,Same length,100,80,Index finger,August,Spring,Yes,No,Meat,Water,History,7.0,10.0,3,Yes - broadband connection,Text messaging,20,20,7,2,2,3,7,1,5,3,1,2,0,2,Very little,Graduate degree,Pop,Invisibility,Rich,Politician,Health
USA,NY,2015,7,Male,12,Left-Handed,158,22,150,1,Bus,5,0.365,47,Soccer,765,765,765,765,765,765,22,Same length,77,76,Index finger,July,Winter,No,No,Seafood,Milk,Physical education,9.0,13.0,5,Yes - broadband connection,In person,0,0,35,1,5,30,14,6,0,0,0,5,0,3,None,Undergraduate degree,Country,Fly,Happy,Relative,Health
USA,NY,2018,6,Female,11,Right-Handed,156,25,147,3,Walk,4,18,69,Soccer,,,,,,,25,Same length,80,60,Index finger,May,Spring,Yes,No,Seafood,Water,History,8.0,8.0,4,Yes - broadband connection,Text messaging,100,80,2,1,1,2,2,1,0,4,2,1,0,3,None,Graduate degree,Country,Invisibility,Happy,Sports person,"Arts, culture, sports"
USA,NY,2018,11,Female,15,Left-Handed,152,22,59,1,Walk,20,0.427,43,None,797,695,1000,738,500,500,22,Left foot,72,60,Index finger,November,Fall,No,No,Rice/Noodle dishes,Water,Other,6.0,12.0,2,Yes - other,Text messaging,350,300,0,2,30,3,0,4,100,100,100,10,0,5,A lot,Graduate degree,Other,Freeze time,Happy,Musician or singer,Health
USA,NY,2013,12,Female,17,Right-Handed,150,20,150,2,Rail (Train/Tram/Subway),37,0.314,36,Swimming,600,525,525,525,640,620,20,Same length,90,85,Index finger,May,Spring,Yes,No,No favorite,Water,Social studies,5.0,9.0,2,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,9,10,2,12,2,5,0,15,15,20,2,0,1,A lot,Graduate degree,Pop,Fly,Healthy,Relative,International aid
USA,NY,2022,11,Male,17,Right-Handed,170,28,171,2,Car,7,0.28,0.9,Soccer,2,5,1,4,6,3,27,Right foot,90,70,Index finger,March,Spring,Yes,No,Meat,Water,History,7.5,10.0,4,Yes - broadband connection,Text messaging,50,70,2,1,10,3,8,1,7,5,9,3,1,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Rich,Relative,International aid
USA,NY,2023,11,Male,16,Right-Handed,175,26,185,1,Car,10,0.3,34,Hockey (Ice),455,0,0,326,882,1000,26,Same length,85,90,Ring finger,August,Summer,Yes,No,Meat,Water,Mathematics and statistics,8.0,10.0,4,Yes - broadband connection,In person,10,10,4,1,2,7,5,9,3,6,42,10,0,10,None,Graduate degree,Rap/Hip hop,Freeze time,Rich,Sports person,Other
USA,NY,2017,11,Female,17,Right-Handed,175,25.4,182,2,Rail (Train/Tram/Subway),70,0.34,34,Other,1000,900,800,500,300,300,25.4,Same length,95,100,Ring finger,April,Fall,Yes,No,No favorite,Water,Other,5.0,12.0,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",200,200,63,3,7,5,1,0,10,9,35,3,8,0,A lot,Graduate degree,Other,Fly,Happy,Relative,"Wildlife, animals"
USA,NY,2022,12,Male,17,Right-Handed,175.2,25.4,177.8,3,Walk,10,0.326,41,Soccer,900,500,1000,750,100,450,25.4,Same length,110,85,Index finger,October,Spring,,,Meat,Water,History,8.0,8.0,3,Yes - broadband connection,Text messaging,35,45,10,10,5,10,15,2,5,5,15,5,0,3,Some,Undergraduate degree,Rap/Hip hop,Telepathy,Healthy,Sports person,Education/Youth development
USA,NY,2021,12,Female,18,Right-Handed,158,22,160,3,Car,25,0.133,40,Dancing,800,700,500,1000,600,900,22,Same length,89,76,Index finger,January,Summer,No,Yes,Desserts,Milk,Computers and technology,6.0,8.0,4,Yes - broadband connection,Text messaging,30,80,10,40,21,7,11,0,50,700,50,14,0,7,A lot,Graduate degree,Pop,Telepathy,Happy,Business person,Education/Youth development
USA,NY,2023,12,Female,16,Right-Handed,161.9,27,163,1,Rail (Train/Tram/Subway),60,0.39,36,Other,700,700,700,700,700,700,27,Same length,65,70,Ring finger,June,Spring,Yes,No,Rice/Noodle dishes,Tea,English,7.0,9.0,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",10,10,15,0,20,10,4,0,10,1,10,20,0,1,A lot,Undergraduate degree,Other,Invisibility,Happy,Relative,International aid
USA,NY,2020,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NY,2022,12,Male,17,Right-Handed,190.5,33,190,1,Rail (Train/Tram/Subway),35,0.29,43,Basketball,700,600,200,400,1000,1000,24.1,Same length,80,90,Ring finger,July,Summer,No,No,Meat,Milk,Mathematics and statistics,7.0,10.0,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",5,30,44,1,6,7,9,55,4,3,70,2,0,3,A lot,Graduate degree,Punk rock,Freeze time,Rich,Friend,"Arts, culture, sports"
USA,NY,2019,7,Male,13,Right-Handed,176,30,186,2,Walk,45,0.013,28,Swimming,978,954,752,875,658,763,30,Same length,85,90,Ring finger,January,Winter,No,No,Desserts,Water,Mathematics and statistics,7.0,12.0,5,Yes - broadband connection,In person,0,10,5,0,0.5,2,2,4,0,0,4,0,0,1,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Doctor or nurse,International aid
USA,NY,2015,7,Female,13,Right-Handed,160,24,165,1,Car,6,0.355,54,Basketball,390,578,455,214,738,925,25.4,Left foot,75,80,Ring finger,December,Summer,No,No,Meat,Milk,Mathematics and statistics,6.0,6.0,4,Yes - broadband connection,In person,2,3,42,0,4,5,8,7,50,40,20,0,0,0,Some,Graduate degree,Pop,Telepathy,Famous,Relative,Education/Youth development
USA,NY,2011,12,Male,17,Left-Handed,166,,162,2,Bus,20,2,31,,1000,1000,1000,,1000,1000,,,,,Ring finger,May,Summer,No,No,Meat,Sports drink,Physical education,6.0,8.0,4,Yes - broadband connection,Cell phone,10,7,,,,,,,,,,,,,Very little,Undergraduate degree,Rap/Hip hop,Telepathy,Famous,Sports person,"Arts, culture, sports"
USA,NY,2017,12,Female,17,Right-Handed,160,25,167,2,Bus,10,0.386,35,Walking/Hiking,1000,1000,1000,1000,43,193,25,Left foot,7.62,7.79,Ring finger,August,Summer,Yes,No,No favorite,Water,Social studies,6.0,10.0,2,Yes - broadband connection,In person,9,5,4,1,13,16,2,0,25,10,14,14,20,10,A lot,Undergraduate degree,Pop,Fly,Happy,Relative,International aid
USA,NY,2017,12,Female,17,Right-Handed,171,24,170,3,Rail (Train/Tram/Subway),30,0.454,40,Swimming,572,513,540,684,888,888,24,Same length,90,100,Ring finger,November,Fall,No,No,Pizza/Pasta,Water,Geography,3.0,12.0,5,Yes - other,"Myspace, Facebook, other social networking sites, or blog",39,114,3,1,6,0,10,0,30,1,50,0,0,30,Some,Graduate degree,Rap/Hip hop,Telepathy,Happy,Friend,Education/Youth development
USA,NY,2015,12,Female,17,Right-Handed,165,25,164,2,Car,7,0.339,40,Swimming,1000,904,904,1000,754,754,24,Right foot,76,71,Index finger,May,Fall,Yes,No,Seafood,Coffee,Science,8.0,10.0,2,Yes - broadband connection,Text messaging,40,40,50,4,14,28,6,0,20,22,20,18,12,10,A lot,Graduate degree,Other,Invisibility,Healthy,Relative,"Wildlife, animals"
USA,NY,2016,12,Male,17,Right-Handed,166,25,164,2,Walk,50,0.422,68,Tennis,1000,850,500,900,400,400,25,Same length,95,104,Ring finger,September,Winter,No,No,Meat,Water,Science,5.0,10.0,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",20,30,10,1,8,4,15,5,30,10,35,10,0,4,Some,Graduate degree,Country,Fly,Happy,Relative,Health
USA,NM,2011,12,Female,18,Right-Handed,157,22,130,1,Car,15,0.593,113,Running/Jogging,700,800,600,,900,1000,24.5,Left foot,70.5,60.5,Index finger,April,Summer,No,No,Desserts,Tea,English,7.0,12.0,4,Yes - broadband connection,Text messaging,20,7,12,0,10,24,10,0,30,5,24,0,25,5,A lot,Graduate degree,Rap/Hip hop,Fly,Famous,Religious figure,Health
USA,NM,2013,12,Male,18,Right-Handed,170.2,12,170.2,1,Bus,20,0.39,44,Martial Arts,1000,500,850,900,5,800,12,Same length,9,9,Same length,July,Summer,No,No,No favorite,Water,Science,7.0,5.0,4,Yes - other,Text messaging,5,2,0,1,2,1,0,1,0,2,0,3,0,1,Some,Graduate degree,Rap/Hip hop,Fly,Happy,Business person,Health
USA,NM,2011,12,Female,17,Right-Handed,160,19,155,1,Car,15,0.357,38,Dancing,550,428,497,,102,102,20,Same length,75,71,Index finger,September,Spring,No,No,Pizza/Pasta,Water,History,7.0,8.0,2,Yes - broadband connection,In person,0,0,4,1,7,4,3,0,1,1,2,5,12,1,A lot,Graduate degree,Pop,Freeze time,Happy,Relative,International aid
USA,NM,2020,11,Male,14,Right-Handed,175,23,172,1,Car,20,0.282,46,Skateboarding/Rollerblading,615,203,743,551,775,872,24,Left foot,75,75,Same length,December,Fall,No,No,Rice/Noodle dishes,Water,Computers and technology,8.0,7.0,2,Yes - broadband connection,Internet chat or instant messaging,20,30,28,0.5,0,6,10,60,5,5,80,0,0,6,Some,Some college,Other,Freeze time,Healthy,Other,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,166,24.6,167,1,Car,8,0.404,39,Other,674,898,353,,925,984,24,Right foot,8.4,9,Ring finger,August,Summer,Yes,No,Pizza/Pasta,Water,Mathematics and statistics,7.0,9.0,2,Yes - broadband connection,Text messaging,450,450,10,2,5,2,8,0,4,72,6,5,0,3,Some,Graduate degree,Pop,Fly,Happy,Friend,Health
USA,NM,2011,12,Male,18,Right-Handed,175,26,171,1,Car,5,0.313,52,Basketball,800,700,1000,,100,200,26,Same length,9.5,9.25,Ring finger,December,Spring,No,No,Rice/Noodle dishes,Water,History,7.0,10.0,5,Yes - broadband connection,Text messaging,79,76,20,1,5,3,12,10,0,3,15,15,25,3,Some,Graduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Health
USA,NM,2011,12,Female,16,Left-Handed,160,22,158,1,Car,15,0.344,45,None,1000,1000,1000,,1000,1000,22,Same length,7.5,8,Ring finger,April,Spring,No,No,Poultry,Tea,History,8.0,10.0,4,Yes - other,Text messaging,150,150,30,5,2,12,1,2,5,112,5,20,30,10,Very little,Graduate degree,Other,Telepathy,Happy,Relative,Health
USA,NM,2020,11,Male,15,Right-Handed,176,26.67,180,2,Car,7,0.384,42,Other,750,600,100,300,10,800,26.67,Same length,88.9,89,Ring finger,January,Winter,Yes,No,Meat,Powdered drink,Mathematics and statistics,10.0,8.0,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",6,12,3,1,0,12,6,10,10,3,17,9,9,4,Some,Other,Pop,Invisibility,Healthy,Relative,Health
USA,NM,2014,12,Female,17,Right-Handed,61,20,69,3,Car,15,0.793,48,Other,1000,1000,1000,1000,100,100,20,Same length,7,9,Ring finger,June,Winter,Yes,No,Salads,Tea,English,8.0,6.0,6,Yes - broadband connection,Text messaging,100,120,,,,,,,,,,,,,Some,High school,Country,Invisibility,Happy,Teacher,Health
USA,NM,2011,12,Female,18,Right-Handed,174,23,174.5,1,Car,14,0.266,41,Soccer,615,615,144,,797,759,24,Left foot,9,9.5,Ring finger,September,Winter,No,Yes,Fruit,Water,English,6.0,7.0,3,Yes - broadband connection,In person,0,0,18,10,4,6,3,0,5,0,15,3,24,6,A lot,Graduate degree,Punk rock,Telepathy,Famous,Other,Education/Youth development
USA,NM,2016,12,Female,18,,150,22.5,161,0,Car,25,0.405,47,Walking/Hiking,0,500,500,900,200,1000,22.5,Same length,80,75,Index finger,October,Fall,Yes,No,Seafood,Water,Science,7.0,,5,Yes - broadband connection,Cell phone,200,200,3,7,4,2,0,0,3,119,10,4,9,5,Some,Undergraduate degree,Country,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,NM,2011,12,Female,17,Left-Handed,167.6,24,170,2,Car,10,0.5,38,Soccer,600,600,800,,900,900,24,Same length,7,7.5,Ring finger,June,Fall,No,No,Rice/Noodle dishes,Water,History,7.0,13.0,4,Yes - broadband connection,In person,100,150,5,1,7,10,5,0,10,10,15,2,0,5,Some,Graduate degree,Other,Telepathy,Happy,Relative,International aid
USA,NM,2018,8,Male,14,Right-Handed,,222,176,2,Car,10,0.232,37,Basketball,1000,1000,1000,1000,1000,1000,22,Same length,8,9,Ring finger,November,Winter,No,No,Meat,Water,Physical education,8.0,9.0,3,Yes - other,Cell phone,5,20,3,2,1,20,40,2,3,4,4,3,3,8,A lot,Other,Other,Fly,Famous,Sports person,"Wildlife, animals"
USA,NM,2011,12,Male,17,Right-Handed,185,33,77,1.5,Car,7,0.354,49,Bowling,482,364,638,,893,904,33,Same length,85,92,Ring finger,June,Spring,No,No,Rice/Noodle dishes,Water,History,6.0,9.0,3,Yes - broadband connection,Cell phone,15,17,6,1,2,0,1,3,2,1,4,10,32,2,Some,Graduate degree,Other,Super strength,Famous,Actor,International aid
USA,NM,2011,12,Male,18,Right-Handed,177,24,174,1,Walk,10,0.406,44,Gymnastics,1000,1000,1000,,1000,1000,24,Same length,65,70,Ring finger,May,Winter,Yes,No,Meat,Energy drink,Computers and technology,7.0,8.0,3,Yes - broadband connection,Text messaging,50,50,8,1,4,5,30,13,10,70,40,6,20,3,Some,Some college,Techno/Electronic,Freeze time,Happy,Sports person,International aid
USA,NM,2011,12,Male,19,Right-Handed,137,25,167,1,Car,15,0.313,46,Martial Arts,500,750,750,,800,800,26,Left foot,95,100,Ring finger,April,Spring,Yes,No,Meat,Juice,Other,5.0,6.0,2,Yes - broadband connection,Text messaging,50,50,12,0,10,21,5,21,21,5,30,30,0,7,A lot,Graduate degree,Rap/Hip hop,Freeze time,Happy,Relative,Education/Youth development
USA,NM,2016,12,Male,18,Right-Handed,177,30,165,1,Car,10,505,42,Other,300,400,900,800,700,1000,30,Same length,8,7.5,Index finger,July,Spring,Yes,No,Meat,Water,Physical education,8.0,6.0,4,Yes - other,Text messaging,30,35,0,1,,,,,,,,,,,,,,,,,
USA,NM,2011,12,Female,17,Left-Handed,165,25,160,2,Car,6,0.421,41,Swimming,701,701,786,,273,668,25,Same length,90,90,Same length,December,Winter,Yes,No,Rice/Noodle dishes,Water,Science,6.0,9.0,3,Yes - broadband connection,Cell phone,65,82,10,2,10,1,2,4,6,5,6,2,0,15,A lot,Graduate degree,Rock and roll,Telepathy,Healthy,Other,"Wildlife, animals"
USA,NM,2011,12,Female,16,Right-Handed,180,23,30,1,Car,25,0.438,41,Other,997,988,1000,,500,498,24,Left foot,60,70,Index finger,November,Spring,Yes,No,Rice/Noodle dishes,Water,English,8.0,11.0,4,Yes - broadband connection,In person,300,350,50,5,6,8,18,0,4,126,6,8,0,6,Some,Undergraduate degree,Country,Fly,Healthy,Doctor or nurse,Education/Youth development
USA,NM,2011,12,Male,17,Right-Handed,185,27,191,1,Car,7,0.391,38,Football (American),861,866,834,,187,535,27,Same length,95,100,Ring finger,March,Winter,No,No,Meat,Water,English,6.0,10.0,3,Yes - broadband connection,Text messaging,7,5,5,0,20,3,0,30,2,1,10,30,0,4,Some,Graduate degree,Rock and roll,Fly,Rich,Relative,Health
USA,NM,2011,12,Female,18,Right-Handed,157,22,159,1,Car,10,0.28,43,Baseball/Softball,4,3,5,,0,1,22,Same length,70,50.5,Index finger,January,Summer,Yes,No,Meat,Powdered drink,English,8.0,10.0,5,Yes - other,Text messaging,150,150,10,1,4,2,7,0,1,21,1,14,0,3,Very little,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health
USA,NM,2014,12,Female,16,Right-Handed,164,21,164,1,Car,15,1.87,181,Other,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2020,11,Female,14,Right-Handed,152,21,139,1,Car,15,0.402,55,Basketball,1000,800,1000,1000,530,100,22,Left foot,83,82,Index finger,June,Fall,No,No,Fruit,Water,English,10.0,12.0,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",200,200,14,2,6,24,0,0,10,4,48,4,0,5,Some,Graduate degree,Pop,Freeze time,Happy,Religious figure,International aid
USA,NM,2011,12,Female,18,Right-Handed,168,24,166,1,Car,10,0.515,51,Running/Jogging,1000,802,529,,144,80,24,Same length,9,9.5,Ring finger,August,Summer,No,No,Pizza/Pasta,Milk,English,6.0,12.0,4,Yes - broadband connection,Text messaging,150,15015,15,1,4,1,1,0,5,10,5,5,15,1,A lot,Graduate degree,Rap/Hip hop,Telepathy,Happy,Relative,Environment
USA,NM,2016,12,Female,18,,150,22.5,161,0,Car,25,0.405,47,Walking/Hiking,0,500,500,900,200,1000,22.5,Same length,80,75,Index finger,October,Fall,Yes,No,Seafood,Water,Science,7.0,,5,Yes - broadband connection,Cell phone,200,200,3,7,4,2,0,0,3,119,10,4,9,5,Some,Undergraduate degree,Country,Telepathy,Happy,Doctor or nurse,"Wildlife, animals"
USA,NM,2011,12,Female,17,Right-Handed,168,24,159,1,Car,15,0.376,37,Other,540,877,647,,1000,1000,23,Right foot,66,68,Ring finger,March,Winter,No,No,Rice/Noodle dishes,Water,History,6.0,10.0,4,Yes - broadband connection,In person,100,100,16,1,20,10,15,0,2,3,7,2,0,1,A lot,Graduate degree,Other,Telepathy,Healthy,Other,"Wildlife, animals"
USA,NM,2016,12,Female,17,Right-Handed,175,25,175,1,Car,10,0.317,32,Walking/Hiking,1000,500,750,800,50,500,26,Right foot,7,6,Index finger,October,,No,No,Pizza/Pasta,Juice,Art,6.0,12.0,3,Yes - other,Cell phone,350,300,7,1,1,5,3,1,24,24,2,1,24,5,Some,Graduate degree,Country,Telepathy,Rich,Other,"Wildlife, animals"
USA,NM,2016,12,Female,17,Right-Handed,155,20,8,2,Bus,10,1.17,46,Basketball,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NM,2011,12,Male,18,Ambidextrous,169,10,174,1,Car,15,0.36,35,Football (American),444,631,406,,1000,1000,10,Same length,8.5,8,Index finger,June,Winter,Yes,No,Meat,Soft drink (caffeinated),Mathematics and statistics,8.0,5.0,5,Yes - broadband connection,Cell phone,0,5,0,0,2,2,0,12,1,1,12,2,5,2,Some,Graduate degree,Heavy metal,Invisibility,Rich,Relative,Religious
USA,NM,2011,12,Female,17,Left-Handed,170,24,165,5,Car,10,0.375,35,Swimming,791,658,642,,588,995,24,Same length,85,75,Index finger,August,Fall,No,No,Fruit,Water,History,5.0,10.0,5,Yes - broadband connection,Cell phone,50,55,20,5,15,2,2,4,0,10,15,20,0,3,Some,Graduate degree,Other,Freeze time,Happy,Relative,"Wildlife, animals"
USA,NM,2016,12,Female,18,Left-Handed,155,23,154,2,Car,5,0.461,33,Other,963,979,1000,968,856,904,23,Same length,160.5,150,Index finger,September,Summer,No,No,Seafood,Water,English,12.0,8.0,6,Yes - other,Text messaging,100,100,42,3,7,5,4,1,152,152,140,5,0,12,Very little,Graduate degree,Country,Telepathy,Happy,Relative,Religious
USA,NM,2011,12,Male,17,Left-Handed,174,26.5,180,1,Car,5,0.094,22,Bowling,1000,705,390,,200,350,26.5,Same length,95,95,Same length,June,Spring,No,No,Meat,Soft drink (caffeinated),Computers and technology,4.0,15.0,4,Yes - broadband connection,Cell phone,300,250,20,1,0.1,0.1,0,25,1,3,12,7,30,2,Very little,,Heavy metal,Fly,Happy,,Other
